no,text
2975,"['someone', 'NN'], ['like', 'IN'], ['wash', 'NN'], ['hair', 'NN'], ['every', 'DT'], ['day', 'NN'], ['like', 'IN'], ['line', 'NN'], ['boast', 'IN'], ['hour', 'NN'], ['clean', 'JJ'], ['hair', 'NN'], ['well', 'RB'], ['hour', 'NN'], ['say', 'VBP'], ['claim', 'NN'], ['true', 'JJ'], ['find', 'VBP'], ['shampoo', 'JJ'], ['remove', 'VB'], ['buildup', 'RB'], ['much', 'JJ'], ['better', 'JJR'], ['sulfate', 'NN'], ['free', 'JJ'], ['shampoo', 'NN'], ['price', 'NN'], ['right', 'RB'], ['also', 'RB'], ['like', 'IN'], ['conditioner', 'NN'], ['smell', 'RB'], ['good', 'JJ'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['stated', 'VBN'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
2976,"['scent', 'JJ'], ['neutral', 'JJ'], ['strong', 'JJ'], ['conditioner', 'NN'], ['untangle', 'JJ'], ['hair', 'NN'], ['well', 'RB'], ['leave', 'JJ'], ['end', 'NN'], ['super', 'NN'], ['soft', 'JJ'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['thanks', 'NNS'], ['influenster', 'VBP'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2977,"['absolutely', 'RB'], ['adore', 'IN'], ['product', 'NN'], ['smell', 'NN'], ['amazing', 'VBG'], ['last', 'JJ'], ['forever', 'RB'], ['make', 'VBP'], ['hair', 'JJ'], ['smooth', 'CC'], ['instantly', 'RB'], ['used', 'VBN'], ['entire', 'JJ'], ['system', 'NN'], ['work', 'NN'], ['incredibly', 'RB'], ['could', 'MD'], ['happier', 'VB'], ['it', 'PRP'], ['review', 'VB'], ['collected', 'JJ'], ['part', 'NN'], ['promotion', 'NN']"
2978,"['received', 'VBN'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'NN'], ['following', 'VBG'], ['opinion', 'NN'], ['own', 'JJ'], ['absolutely', 'RB'], ['love', 'VBP'], ['conditioner', 'NN'], ['great', 'JJ'], ['job', 'NN'], ['oily', 'RB'], ['root', 'VBZ'], ['great', 'JJ'], ['smell', 'NN'], ['require', 'VBP'], ['quarter', 'NN'], ['sized', 'JJ'], ['amount', 'NN'], ['cover', 'RB'], ['hair', 'NN'], ['love', 'VB'], ['love', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2979,"['so', 'RB'], ['like', 'JJ'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['bomb', 'NN'], ['first', 'RB'], ['conditioner', 'NN'], ['use', 'NN'], ['need', 'VBP'], ['little', 'JJ'], ['bit', 'NN'], ['completely', 'RB'], ['detangles', 'VBZ'], ['hair', 'NN'], ['work', 'NN'], ['great', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2980,"['received', 'VBN'], ['free', 'JJ'], ['influenster', 'NN'], ['testing', 'VBG'], ['purpose', 'RB'], ['far', 'RB'], ['one', 'CD'], ['favorite', 'JJ'], ['conditioner', 'NN'], ['used', 'VBN'], ['feel', 'NN'], ['thick', 'JJ'], ['creamy', 'NNS'], ['exactly', 'RB'], ['believe', 'VBP'], ['conditioner', 'NN'], ['be', 'VB'], ['add', 'RB'], ['much', 'JJ'], ['softness', 'JJR'], ['hair', 'NN'], ['really', 'RB'], ['hydrate', 'JJ'], ['root', 'NN'], ['tip', 'NN'], ['good', 'JJ'], ['definitely', 'RB'], ['purchase', 'JJ'], ['future', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2981,"['conditioner', 'NN'], ['favorite', 'JJ'], ['product', 'NN'], ['line', 'NN'], ['it', 'PRP'], ['worried', 'VBD'], ['first', 'JJ'], ['thought', 'NN'], ['going', 'VBG'], ['moisturizing', 'VBG'], ['perfect', 'JJ'], ['even', 'RB'], ['found', 'VBN'], ['use', 'NN'], ['le', 'NN'], ['still', 'RB'], ['work', 'VBZ'], ['great', 'JJ'], ['received', 'JJ'], ['product', 'NN'], ['free', 'JJ'], ['try', 'NN'], ['opinion', 'NN'], ['expressed', 'VBD'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2982,"['received', 'VBN'], ['product', 'NN'], ['free', 'JJ'], ['review', 'NN'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['love', 'NN'], ['untangles', 'NNS'], ['knot', 'VBP'], ['leaf', 'JJ'], ['hair', 'NN'], ['feeling', 'VBG'], ['soft', 'JJ'], ['greasy', 'NNS'], ['smell', 'VBP'], ['amazing', 'VBG'], ['color', 'NN'], ['unique', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2983,"['ok', 'NNS'], ['say', 'VBP'], ['mix', 'JJ'], ['conditioner', 'NN'], ['shampoo', 'NN'], ['clay', 'NN'], ['line', 'NN'], ['sooo', 'RB'], ['good', 'JJ'], ['recieved', 'VBN'], ['mix', 'NN'], ['influenster', 'NN'], ['shampoo', 'NN'], ['masque', 'NN'], ['think', 'VBP'], ['ever', 'RB'], ['hair', 'VBP'], ['soft', 'JJ'], ['clean', 'JJ'], ['feeling', 'NN'], ['this', 'DT'], ['terrific', 'NN'], ['often', 'RB'], ['repurchase', 'JJ'], ['item', 'NN'], ['omg', 'NNS'], ['repurchased', 'VBD'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
2984,"['recived', 'VBN'], ['free', 'JJ'], ['influenster', 'NN'], ['best', 'JJS'], ['part', 'NN'], ['love', 'NN'], ['smell', 'NN'], ['leave', 'VBP'], ['hair', 'NN'], ['soft', 'JJ'], ['pretty', 'RB'], ['happy', 'JJ'], ['choose', 'VBP'], ['hair', 'NN'], ['problem', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2985,"['received', 'VBN'], ['product', 'NN'], ['influenster', 'NN'], ['complimentary', 'JJ'], ['sample', 'NN'], ['absolutely', 'RB'], ['love', 'VB'], ['it', 'PRP'], ['work', 'VB'], ['well', 'RB'], ['product', 'NN'], ['help', 'NN'], ['detangle', 'VB'], ['hair', 'JJ'], ['keep', 'VB'], ['soft', 'JJ'], ['silky', 'NNS'], ['least', 'JJS'], ['day', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2986,"['really', 'RB'], ['love', 'VB'], ['conditioner', 'NN'], ['especially', 'RB'], ['use', 'VBP'], ['two', 'CD'], ['clay', 'NN'], ['product', 'NN'], ['shampoo', 'NN'], ['hair', 'NN'], ['mask', 'NN'], ['got', 'VBD'], ['free', 'JJ'], ['influenster', 'NN'], ['try', 'VB'], ['make', 'VBP'], ['hair', 'JJ'], ['soft', 'JJ'], ['detangles', 'NNS'], ['hair', 'VBP'], ['really', 'RB'], ['nicely', 'RB'], ['hair', 'JJ'], ['feel', 'VB'], ['good', 'JJ'], ['using', 'VBG'], ['it', 'PRP'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2987,"['left', 'VBN'], ['hair', 'NN'], ['feeling', 'VBG'], ['soooo', 'JJ'], ['silky', 'JJ'], ['smooth', 'CC'], ['even', 'RB'], ['smoother', 'JJR'], ['high', 'JJ'], ['end', 'NN'], ['hair', 'NN'], ['mask', 'VBD'], ['own', 'JJ'], ['glad', 'NN'], ['able', 'JJ'], ['sent', 'JJ'], ['product', 'NN'], ['influenster', 'NN'], ['miracle', 'NN'], ['worker', 'NN'], ['processed', 'VBD'], ['hair', 'NN'], ['definitely', 'RB'], ['repurchasing', 'VBG'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2988,"['conditioner', 'NN'], ['perfect', 'JJ'], ['formula', 'NN'], ['thick', 'NN'], ['easy', 'JJ'], ['run', 'NN'], ['hair', 'NN'], ['moisture', 'NN'], ['receive', 'VBP'], ['using', 'VBG'], ['conditioner', 'NN'], ['top', 'JJ'], ['notch', 'NN'], ['hair', 'NN'], ['soft', 'JJ'], ['smooth', 'CC'], ['easy', 'JJ'], ['comb', 'NN'], ['using', 'VBG'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['conditioner', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2989,"['conditioner', 'NN'], ['wonderful', 'JJ'], ['using', 'VBG'], ['part', 'NN'], ['threepart', 'NN'], ['system', 'NN'], ['hair', 'NN'], ['left', 'VBD'], ['soft', 'JJ'], ['smelling', 'VBG'], ['amazing', 'VBG'], ['feeling', 'JJ'], ['clean', 'JJ'], ['light', 'JJ'], ['day', 'NN'], ['thick', 'JJ'], ['hair', 'NN'], ['is', 'VBZ'], ['used', 'VBN'], ['conditioner', 'JJ'], ['way', 'NN'], ['hair', 'VBD'], ['down', 'RB'], ['leave', 'JJ'], ['hair', 'NN'], ['dry', 'JJ'], ['enough', 'RB'], ['used', 'JJ'], ['struck', 'NN'], ['perfect', 'JJ'], ['balance', 'NN'], ['leaving', 'VBG'], ['hair', 'NN'], ['so', 'RB'], ['soft', 'JJ'], ['beautiful', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2990,"['i', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['try', 'VB'], ['free', 'JJ'], ['influenster', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['really', 'RB'], ['make', 'VBP'], ['hair', 'NN'], ['soft', 'JJ'], ['two', 'CD'], ['previous', 'JJ'], ['step', 'NN'], ['love', 'VB'], ['it', 'PRP'], ['really', 'RB'], ['leaf', 'VBZ'], ['hair', 'NN'], ['super', 'JJ'], ['soft', 'JJ'], ['smelling', 'VBG'], ['great', 'JJ'], ['sweet', 'JJ'], ['clean', 'JJ'], ['smell', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2991,"['ive', 'JJ'], ['always', 'RB'], ['struggled', 'VBN'], ['oily', 'RB'], ['root', 'JJ'], ['dry', 'JJ'], ['tip', 'NN'], ['hair', 'NN'], ['product', 'NN'], ['combined', 'VBN'], ['preshampoo', 'JJ'], ['mask', 'NN'], ['shampoo', 'NN'], ['wonder', 'NN'], ['hair', 'NN'], ['go', 'VBP'], ['day', 'NN'], ['without', 'IN'], ['washing', 'VBG'], ['hair', 'NN'], ['the', 'DT'], ['3rd', 'CD'], ['day', 'NN'], ['pushing', 'VBG'], ['it', 'PRP'], ['nothing', 'NN'], ['little', 'JJ'], ['dry', 'JJ'], ['shampoo', 'NN'], ['cant', 'NN'], ['help', 'NN'], ['considering', 'VBG'], ['used', 'VBN'], ['wash', 'NN'], ['hair', 'NN'], ['every', 'DT'], ['day', 'NN'], ['huge', 'JJ'], ['improvement', 'NN'], ['love', 'VB'], ['scent', 'NN'], ['too', 'RB'], ['overall', 'JJ'], ['great', 'JJ'], ['product', 'NN'], ['purchase', 'NN'], ['run', 'VB'], ['recommend', 'RB'], ['received', 'JJ'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2992,"['conditioner', 'NN'], ['cherry', 'VBP'], ['top', 'JJ'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['system', 'NN'], ['deep', 'JJ'], ['cleansing', 'NN'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['left', 'VBD'], ['hair', 'NN'], ['feeling', 'VBG'], ['clean', 'JJ'], ['soft', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2993,"['product', 'NN'], ['work', 'NN'], ['great', 'JJ'], ['shampoo', 'JJ'], ['mask', 'NN'], ['deeply', 'NN'], ['condition', 'NN'], ['still', 'RB'], ['weighing', 'VBG'], ['hair', 'NN'], ['making', 'VBG'], ['lose', 'JJ'], ['volume', 'NN'], ['hair', 'NN'], ['highly', 'RB'], ['recommend', 'JJ'], ['recieved', 'VBD'], ['product', 'NN'], ['try', 'VB'], ['free', 'JJ'], ['thanks', 'NNS'], ['infuenster', 'JJ'], ['opinion', 'NN'], ['sentiment', 'NN'], ['always', 'RB'], ['true', 'JJ'], ['genuine', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2994,"['ok', 'NN'], ['first', 'RB'], ['received', 'VBD'], ['this', 'DT'], ['felt', 'JJ'], ['consistency', 'NN'], ['thought', 'VBD'], ['thin', 'JJ'], ['sooooo', 'NN'], ['scared', 'VBD'], ['going', 'VBG'], ['dry', 'JJ'], ['hair', 'NN'], ['out', 'IN'], ['first', 'JJ'], ['time', 'NN'], ['tried', 'VBD'], ['it', 'PRP'], ['seriously', 'RB'], ['shock', 'VBD'], ['thought', 'VBN'], ['well', 'RB'], ['bc', 'RB'], ['changed', 'VBN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['always', 'RB'], ['make', 'VBP'], ['hair', 'JJ'], ['feel', 'NN'], ['great', 'JJ'], ['almost', 'RB'], ['month', 'NN'], ['using', 'VBG'], ['conditioner', 'NN'], ['hair', 'NN'], ['still', 'RB'], ['feel', 'VB'], ['amazing', 'JJ'], ['im', 'NN'], ['glad', 'NN'], ['influenster', 'NN'], ['sent', 'VBD'], ['try', 'NN'], ['never', 'RB'], ['wouldve', 'VBD'], ['bought', 'VBD'], ['own', 'JJ'], ['paying', 'VBG'], ['say', 'VBP'], ['anything', 'NN'], ['truly', 'RB'], ['amazing', 'JJ'], ['product', 'NN'], ['inexpensive', 'JJ'], ['price', 'NN'], ['point', 'NN'], ['everyone', 'NN'], ['need', 'VBP'], ['try', 'VB'], ['least', 'JJS'], ['twice', 'RB'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2995,"['love', 'NN'], ['conditioner', 'NN'], ['honestly', 'RB'], ['think', 'VB'], ['could', 'MD'], ['survive', 'VB'], ['without', 'IN'], ['one', 'CD'], ['conditioner', 'NN'], ['great', 'JJ'], ['have', 'VBP'], ['refreshing', 'VBG'], ['leaf', 'NN'], ['hair', 'NN'], ['hydrated', 'VBD'], ['smooth', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2996,"['got', 'VBD'], ['product', 'NN'], ['testing', 'VBG'], ['product', 'NN'], ['influenster', 'NN'], ['absolutely', 'RB'], ['love', 'VBD'], ['hair', 'JJ'], ['way', 'NN'], ['softer', 'NN'], ['before', 'IN'], ['smell', 'NN'], ['great', 'JJ'], ['well', 'RB'], ['hair', 'NN'], ['le', 'VBD'], ['oily', 'RB'], ['yet', 'RB'], ['dry', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2997,"['pretty', 'RB'], ['skeptical', 'JJ'], ['product', 'NN'], ['first', 'RB'], ['think', 'VBP'], ['claybased', 'JJ'], ['product', 'NN'], ['could', 'MD'], ['condition', 'VB'], ['turn', 'VB'], ['wrong', 'JJ'], ['stuff', 'NN'], ['like', 'IN'], ['magic', 'NNS'], ['usually', 'RB'], ['use', 'VBP'], ['much', 'JJ'], ['conditioner', 'NNS'], ['make', 'VBP'], ['hair', 'NN'], ['greasy', 'JJ'], ['oily', 'RB'], ['looking', 'VBG'], ['conditioner', 'NN'], ['different', 'JJ'], ['kind', 'NN'], ['tried', 'VBD'], ['before', 'IN'], ['somehow', 'NN'], ['helped', 'VBD'], ['hair', 'NN'], ['le', 'NNS'], ['oily', 'RB'], ['also', 'RB'], ['kept', 'VBD'], ['soft', 'JJ'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2998,"['shampoo', 'NN'], ['smell', 'NN'], ['equally', 'RB'], ['amazing', 'JJ'], ['hair', 'NN'], ['felt', 'VBD'], ['fresh', 'JJ'], ['clean', 'NN'], ['use', 'NN'], ['find', 'VBP'], ['shampoo', 'JJ'], ['little', 'JJ'], ['drying', 'VBG'], ['hair', 'NN'], ['two', 'CD'], ['day', 'NN'], ['hair', 'NN'], ['still', 'RB'], ['felt', 'VBD'], ['really', 'RB'], ['light', 'JJ'], ['without', 'IN'], ['weigh', 'JJ'], ['oil', 'NN'], ['grease', 'NN'], ['definately', 'RB'], ['recommed', 'VBD'], ['product', 'NN'], ['received', 'VBN'], ['complimentary', 'JJ'], ['test', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
2999,"['ive', 'JJ'], ['never', 'RB'], ['super', 'JJ'], ['loral', 'JJ'], ['hair', 'NN'], ['care', 'NN'], ['idea', 'NN'], ['expect', 'VBP'], ['line', 'NN'], ['came', 'VBD'], ['out', 'RP'], ['gave', 'VBD'], ['shampoo', 'JJ'], ['fair', 'JJ'], ['shot', 'NN'], ['good', 'JJ'], ['job', 'NN'], ['cleaning', 'VBG'], ['oily', 'RB'], ['scalp', 'VBN'], ['color', 'NN'], ['treated', 'JJ'], ['end', 'NN'], ['always', 'RB'], ['look', 'VBP'], ['dry', 'JJ'], ['conditioner', 'NN'], ['helped', 'VBD'], ['texture', 'NN'], ['appearance', 'NN'], ['shampoo', 'NN'], ['feel', 'VBP'], ['cleaning', 'VBG'], ['think', 'VBP'], ['ill', 'JJ'], ['repurchase', 'VB'], ['run', 'VBN'], ['out', 'RP'], ['far', 'RB'], ['im', 'JJ'], ['liking', 'VBG'], ['result', 'NN'], ['hair', 'NN'], ['mask', 'NN'], ['line', 'NN'], ['star', 'NN'], ['bc', 'NN'], ['helped', 'VBD'], ['oily', 'RB'], ['root', 'JJ'], ['aspect', 'NN'], ['line', 'NN'], ['also', 'RB'], ['im', 'RB'], ['much', 'JJ'], ['mask', 'NN'], ['person', 'NN'], ['oily', 'RB'], ['root', 'VBZ'], ['dry', 'JJ'], ['end', 'NN'], ['id', 'NN'], ['recommend', 'VBP'], ['checking', 'VBG'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['line', 'NN'], ['yes', 'RB'], ['receive', 'JJ'], ['product', 'NN'], ['mentioned', 'VBD'], ['testing', 'VBG'], ['purpose', 'JJ'], ['hinder', 'NN'], ['review', 'NN'], ['product', 'NN'], ['care', 'NN'], ['company', 'NN'], ['want', 'VBP'], ['get', 'NN'], ['upset', 'JJ'], ['bad', 'JJ'], ['review', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3000,"['received', 'VBN'], ['free', 'JJ'], ['sample', 'NN'], ['along', 'IN'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['instantly', 'RB'], ['fell', 'VBD'], ['love', 'VB'], ['frequent', 'JJ'], ['user', 'JJ'], ['loral', 'JJ'], ['product', 'NN'], ['ecstatic', 'JJ'], ['test', 'NN'], ['new', 'JJ'], ['product', 'NN'], ['left', 'VBD'], ['hair', 'JJ'], ['feeling', 'VBG'], ['refreshed', 'JJ'], ['clean', 'JJ'], ['oil', 'NN'], ['buildup', 'NN'], ['leftover', 'RB'], ['hair', 'NN'], ['softer', 'JJR'], ['ever', 'RB'], ['been', 'VBN'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3001,"['using', 'VBG'], ['conditioner', 'NN'], ['along', 'IN'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'JJ'], ['step', 'NN'], ['system', 'NN'], ['absolutely', 'RB'], ['love', 'VB'], ['conditioner', 'NN'], ['went', 'VBD'], ['full', 'JJ'], ['day', 'NN'], ['without', 'IN'], ['washing', 'VBG'], ['hair', 'NN'], ['cooked', 'VBD'], ['cleaned', 'JJ'], ['worked', 'VBD'], ['live', 'JJ'], ['fl', 'NN'], ['4th', 'CD'], ['day', 'NN'], ['hair', 'NN'], ['still', 'RB'], ['decent', 'JJ'], ['root', 'NN'], ['beginning', 'VBG'], ['get', 'VB'], ['bit', 'JJ'], ['shiny', 'NNS'], ['could', 'MD'], ['easily', 'RB'], ['sprayed', 'VB'], ['dry', 'JJ'], ['shampoo', 'NN'], ['root', 'NN'], ['really', 'RB'], ['believe', 'VB'], ['could', 'MD'], ['went', 'VBD'], ['day', 'NN'], ['without', 'IN'], ['washing', 'VBG'], ['hair', 'NN'], ['so', 'RB'], ['gross', 'JJ'], ['know', 'VBP'], ['conditioner', 'NN'], ['claim', 'NN'], ['hydrate', 'JJ'], ['end', 'NN'], ['agree', 'NN'], ['claim', 'NN'], ['rinsing', 'VBG'], ['conditioner', 'NN'], ['shower', 'JJR'], ['hair', 'NN'], ['felt', 'VBD'], ['soft', 'JJ'], ['throughout', 'IN'], ['day', 'NN'], ['span', 'VBP'], ['hair', 'NN'], ['dry', 'JJ'], ['feel', 'NN'], ['stripped', 'VBD'], ['received', 'VBN'], ['complimentary', 'JJ'], ['product', 'NN'], ['influenster', 'NN'], ['test', 'NN'], ['opinion', 'NN'], ['own', 'JJ'], ['run', 'NN'], ['product', 'NN'], ['would', 'MD'], ['definitely', 'RB'], ['purchase', 'VB'], ['beat', 'NN'], ['it', 'PRP'], ['review', 'VBZ'], ['collected', 'JJ'], ['part', 'NN'], ['promotion', 'NN']"
3002,"['favorite', 'JJ'], ['product', 'NN'], ['received', 'VBD'], ['influenster', 'JJ'], ['really', 'RB'], ['keep', 'JJ'], ['end', 'NN'], ['getting', 'VBG'], ['dry', 'JJ'], ['wash', 'NN'], ['seemed', 'VBD'], ['help', 'NN'], ['split', 'VB'], ['end', 'VB'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'VB'], ['super', 'JJ'], ['soft', 'JJ'], ['plan', 'NN'], ['buying', 'VBG'], ['run', 'VB'], ['out', 'RP'], ['received', 'JJ'], ['product', 'NN'], ['free', 'JJ'], ['testingreviewing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3003,"['received', 'VBN'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['buying', 'NN'], ['again', 'RB'], ['love', 'JJ'], ['soft', 'JJ'], ['make', 'VBP'], ['hair', 'NN'], ['shiny', 'VB'], ['too', 'RB'], ['smell', 'JJ'], ['great', 'JJ'], ['work', 'NN'], ['best', 'JJS'], ['preshampoo', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['well', 'RB'], ['review', 'RB'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
3004,"['thanks', 'NNS'], ['incredible', 'JJ'], ['influenster', 'NN'], ['group', 'NN'], ['received', 'VBD'], ['incredible', 'JJ'], ['product', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['amazing', 'VBG'], ['leaving', 'VBG'], ['hair', 'NN'], ['super', 'JJ'], ['smooth', 'CC'], ['every', 'DT'], ['time', 'NN'], ['feel', 'NN'], ['like', 'IN'], ['got', 'VBD'], ['hair', 'NN'], ['washed', 'VBD'], ['salon', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3005,"['product', 'NN'], ['great', 'JJ'], ['lot', 'NN'], ['hair', 'NN'], ['although', 'IN'], ['thin', 'JJ'], ['tends', 'NNS'], ['get', 'VBP'], ['oily', 'RB'], ['product', 'NN'], ['worked', 'VBD'], ['great', 'JJ'], ['hair', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['review', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3006,"['got', 'VBD'], ['side', 'JJ'], ['part', 'NN'], ['influenster', 'NN'], ['vox', 'NN'], ['box', 'NN'], ['love', 'IN'], ['it', 'PRP'], ['use', 'VBP'], ['mine', 'JJ'], ['daughter', 'NN'], ['hair', 'NN'], ['thick', 'JJ'], ['hair', 'NN'], ['wash', 'NN'], ['twice', 'RB'], ['week', 'NN'], ['conditioner', 'NN'], ['conjunction', 'NN'], ['shampoo', 'NN'], ['mask', 'NN'], ['great', 'JJ'], ['hair', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3007,"['conditioner', 'NN'], ['left', 'VBD'], ['hair', 'NN'], ['feeling', 'VBG'], ['extra', 'JJ'], ['smooth', 'JJ'], ['smelling', 'VBG'], ['really', 'RB'], ['nice', 'JJ'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['influenster', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
3008,"['used', 'VBN'], ['conditioner', 'NN'], ['used', 'VBN'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['honestly', 'RB'], ['love', 'VBD'], ['conditioner', 'NN'], ['conditioner', 'NN'], ['smell', 'VBP'], ['like', 'IN'], ['shampoo', 'NNS'], ['like', 'IN'], ['tropicalelegant', 'JJ'], ['perfume', 'NN'], ['scent', 'NN'], ['conditioner', 'NN'], ['left', 'VBD'], ['hair', 'NN'], ['really', 'RB'], ['soft', 'JJ'], ['curl', 'NN'], ['bouncy', 'NN'], ['loved', 'VBD'], ['it', 'PRP'], ['able', 'JJ'], ['keep', 'JJ'], ['day', 'NN'], ['without', 'IN'], ['worrying', 'VBG'], ['hairroots', 'NNS'], ['oily', 'RB'], ['received', 'VBD'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'NN'], ['purposed', 'VBD'], ['influenster', 'NN'], ['however', 'RB'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
